episode_id,arm,iteration_including_baseline,shared_baseline_attribution,rollout_executed,status,success,first_success_attempt,censored_after_attempt,actions_executed,velocity_evaluations,rollout_wall_seconds,proposal_seconds,provider_calls,cumulative_provider_calls,source_summary_sha256,input_tokens_sum,input_tokens_missing_calls,output_tokens_sum,output_tokens_missing_calls,reasoning_tokens_sum,reasoning_tokens_missing_calls,total_tokens_sum,total_tokens_missing_calls
libero_10:seed19:task0:state1,random_noise,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,random_noise,2,False,True,success,True,1,,261,530,20.583557116013253,0.0005998089909553528,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,noise_only,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,noise_only,2,False,True,success,True,1,,309,620,24.315662102977512,10.565588286001002,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3484,0,219,0,0,0,3703,0
libero_10:seed19:task0:state1,language_only,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,language_only,2,False,True,success,True,1,,309,620,25.673516722017666,8.596747929987032,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3421,0,183,0,0,0,3604,0
libero_10:seed19:task0:state1,vision_only,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,vision_only,2,False,True,success,True,1,,309,620,24.529930788994534,8.00683263601968,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3339,0,191,0,0,0,3530,0
libero_10:seed19:task0:state1,noise_language,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,noise_language,2,False,True,success,True,1,,309,620,25.873904666979797,22.867620236997027,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3552,0,254,0,0,0,3806,0
libero_10:seed19:task0:state1,noise_vision,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,noise_vision,2,False,True,success,True,1,,309,620,24.423369317984907,8.53413390001515,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3490,0,256,0,0,0,3746,0
libero_10:seed19:task0:state1,language_vision,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,language_vision,2,False,True,success,True,1,,309,620,25.764953993988456,7.250085653009592,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3407,0,199,0,0,0,3606,0
libero_10:seed19:task0:state1,joint,1,True,True,success,True,1,,309,620,43.064154874009546,0,0,0,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,0,0,0,0,0,0,0,0
libero_10:seed19:task0:state1,joint,2,False,True,success,True,1,,309,620,25.955628140014596,8.442879972979426,1,1,1f29846ab54f36c83bcb00e049cd690a7882b589b7cd194886181f2c55ee650f,3546,0,265,0,0,0,3811,0
libero_10:seed19:task1:state1,random_noise,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,random_noise,2,False,True,success,True,1,,322,650,26.30992141086608,0.0005582291632890701,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,noise_only,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,noise_only,2,False,True,success,True,1,,462,930,36.71142490184866,7.734710216987878,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3487,0,228,0,0,0,3715,0
libero_10:seed19:task1:state1,language_only,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,language_only,2,False,True,success,True,1,,462,930,38.59621542785317,9.861288632033393,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3420,0,184,0,0,0,3604,0
libero_10:seed19:task1:state1,vision_only,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,vision_only,2,False,True,success,True,1,,462,930,36.96299705491401,11.21846462902613,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3346,0,192,0,0,0,3538,0
libero_10:seed19:task1:state1,noise_language,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,noise_language,2,False,True,success,True,1,,462,930,38.600050067994744,10.178669009823352,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3547,0,246,0,0,0,3793,0
libero_10:seed19:task1:state1,noise_vision,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,noise_vision,2,False,True,success,True,1,,462,930,36.380727525101975,8.529439938021824,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3473,0,247,0,0,0,3720,0
libero_10:seed19:task1:state1,language_vision,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,language_vision,2,False,True,success,True,1,,462,930,38.23349259002134,37.54846183396876,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3406,0,195,0,0,0,3601,0
libero_10:seed19:task1:state1,joint,1,True,True,success,True,1,,462,930,58.128510982962325,0,0,0,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,0,0,0,0,0,0,0,0
libero_10:seed19:task1:state1,joint,2,False,True,success,True,1,,462,930,38.47667825897224,7.18970376602374,1,1,c98763a6fe454785cad82bd04cd6bdd2208b332780ff5e99fa7cbe4c987df3a3,3545,0,280,0,0,0,3825,0
