episode_id,suite,task_id,arm,baseline_success,first_success_attempt,intervention_iterations_to_success,censored_after_attempt,provider_calls_through_success_or_cap,reset_audit_sha256,source_summary_sha256,workflow,worker
libero_10:seed19:task0:state1,libero_10,0,random_noise,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,noise_only,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,language_only,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,vision_only,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,noise_language,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,noise_vision,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,language_vision,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task0:state1,libero_10,0,joint,True,1,0,,0,33ccf32d99db3a9b7142e63731cc5dd05cb3746763991e1a2d845ec54d18efbc,2c7b4889018517f6aafab5a0c827ccac5c0d385fdbbdcbda538768a6ac6b7228,astra-pi05-interventions-dev-20260924-1,0
libero_10:seed19:task1:state1,libero_10,1,random_noise,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,noise_only,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,language_only,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,vision_only,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,noise_language,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,noise_vision,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,language_vision,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
libero_10:seed19:task1:state1,libero_10,1,joint,True,1,0,,0,69abbb4502a66210344b477182c7e2b7a2a307c9820e2ecd8abe75098cc770b6,8c5942d7d7e86498d355fe5690651fe2f952d497063f12d6577ec2994c745202,astra-pi05-interventions-dev-20260924-1,1
